Brand,Model_Name,Price,Front_Cam_MP,Display_cm,Processor,RAM_in_gb,ROM_in_gb,Battery_in_mAh,Expandable_Memory_in_gb,Rating
OPPO,OPPO A15 (Mystery Blue),9990.0,5.0,16.56,,3.0,32.0,4230.0,256.0,4.3
Mi,Mi 10i (Midnight Black),22591.0,16.0,16.94,,6.0,128.0,4820.0,0.0,4.4
REDMI,REDMI Note 10 (Shadow Black),16101.0,13.0,16.33,Qualcomm Snapdragon 678 Processor,6.0,128.0,5000.0,512.0,4.3
SAMSUNG,SAMSUNG M02s (Blue),9996.0,5.0,16.51,Qualcomm Snapdragon 450 Processor,4.0,64.0,5000.0,0.0,4.2
REDMI,REDMI 9 Prime (Matte Black),10999.0,8.0,16.59,MediaTek Helio G80 Processor,4.0,128.0,5020.0,512.0,4.4
realme,realme C3 (Volcano Grey),8999.0,5.0,16.56,Helio G70 Processor,3.0,32.0,5000.0,256.0,4.4
realme,realme C3 (Volcano Grey),9999.0,5.0,16.56,Helio G70 Processor,4.0,64.0,5000.0,256.0,4.4
realme,realme C3 (Frozen Blue),9999.0,5.0,16.56,Helio G70 Processor,4.0,64.0,5000.0,256.0,4.4
OPPO,OPPO A74 5G BLACK (Fluid Black),17983.0,8.0,16.48,,6.0,128.0,5000.0,0.0,4.1
SAMSUNG,SAMSUNG Galaxy M02 (Red),8285.0,5.0,16.64,MediaTek MT6739 Processor,3.0,32.0,5000.0,0.0,4.0
realme,realme 7 (Mist Blue),15999.0,16.0,16.51,MediaTek Helio G95 Processor,8.0,128.0,5000.0,256.0,4.3
OPPO,OPPO F19 Pro (Fluid Black),23490.0,16.0,16.33,,8.0,256.0,4310.0,256.0,4.3
SAMSUNG,SAMSUNG Galaxy M02 (Red),8285.0,5.0,16.64,MediaTek MT6739 Processor,3.0,32.0,5000.0,0.0,4.0
realme,realme 7 (Mist Blue),15999.0,16.0,16.51,MediaTek Helio G95 Processor,8.0,128.0,5000.0,256.0,4.3
REDMI,REDMI 9 Prime (Matte Black),10999.0,8.0,16.59,MediaTek Helio G80 Processor,4.0,128.0,5020.0,512.0,4.4
OPPO,OPPO F19 Pro (Fluid Black),23490.0,16.0,16.33,,8.0,256.0,4310.0,256.0,4.3
OPPO,OPPO F19 (Prism Black),18990.0,16.0,16.33,Qualcomm Snapdragon 662 Processor,6.0,128.0,5000.0,256.0,4.2
Mi,Mi 10i (Pacific Sunrise),25789.0,16.0,16.94,,8.0,128.0,4820.0,0.0,4.3
LAVA,LAVA Z66 (Midnight Blue),8199.0,13.0,15.44,Octa Core Processor,3.0,32.0,3950.0,128.0,4.0
SAMSUNG,SAMSUNG Galaxy F62 (Laser Blue),23999.0,32.0,17.02,Exynos 9825 Processor,6.0,128.0,7000.0,1000.0,4.2
OPPO,OPPO A74 5G BLACK (Fluid Black),17983.0,8.0,16.48,,6.0,128.0,5000.0,0.0,4.1
ViVO,ViVO V20 SE (Aquamarine Green),19990.0,32.0,16.36,Qualcomm Snapdragon 665 Processor,8.0,128.0,4100.0,1000.0,4.3
REDMI,REDMI Note 10 Pro Max (Dark Night),21078.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,128.0,5020.0,512.0,4.3
REDMI,REDMI Note 10 Pro Max (Glacial Blue),24877.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,8.0,128.0,5020.0,512.0,4.2
Itel,Itel A48 (Gradation Green),6499.0,5.0,15.49,Quad Core Processor,2.0,32.0,3000.0,128.0,4.0
REDMI,REDMI Note 10 Pro Max (Glacial Blue),20770.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,128.0,5020.0,512.0,4.3
Micromax,Micromax IN 1b (Blue),7999.0,8.0,16.56,,4.0,64.0,5000.0,128.0,4.1
REDMI,REDMI Note 10 Pro Max (Dark Night),23628.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,8.0,128.0,5020.0,512.0,4.2
OPPO,OPPO A54 (Starry Blue),15990.0,16.0,16.54,MediaTek Helio P35 Processor,6.0,128.0,5000.0,256.0,4.3
OPPO,OPPO A54 (Crystal Black),15990.0,16.0,16.54,MediaTek Helio P35 Processor,6.0,128.0,5000.0,256.0,4.3
OPPO,OPPO F19 (Midnight Blue),18990.0,16.0,16.33,Qualcomm Snapdragon 662 Processor,6.0,128.0,5000.0,256.0,4.2
POCO,POCO M2 Pro (Two Shades of Black),13999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,64.0,5000.0,512.0,4.4
OPPO,OPPO Reno5 Pro 5G (Astral Blue),35990.0,32.0,16.64,,8.0,128.0,4350.0,0.0,4.4
OPPO,OPPO Reno5 Pro 5G (Starry Black),35990.0,32.0,16.64,,8.0,128.0,4350.0,0.0,4.4
LAVA,LAVA Z6 (Aqua Blue),10299.0,16.0,16.55,MediaTek Helio G35 Processor,6.0,64.0,5000.0,512.0,3.9
realme,realme 3i (Diamond Red),10499.0,13.0,15.8,,4.0,64.0,4230.0,256.0,4.4
Micromax,Micromax IN 1b (Purple),8945.0,8.0,16.56,,4.0,64.0,5000.0,128.0,4.1
REDMI,REDMI Note 9 (Shadow Black),13999.0,13.0,16.59,MediaTek Helio G85 Processor,6.0,128.0,5020.0,512.0,4.3
SAMSUNG,SAMSUNG Galaxy A21s (Black),17499.0,13.0,16.51,Exynos 850 Octa Core Processor,6.0,128.0,5000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy M11 (Violet),9990.0,8.0,16.26,,3.0,32.0,5000.0,512.0,4.2
realme,realme 3i (Diamond Blue),8499.0,13.0,15.8,,3.0,32.0,4230.0,256.0,4.4
realme,realme 5 Pro (Sparkling Blue),16999.0,16.0,16.0,,8.0,128.0,4035.0,256.0,4.5
OPPO,OPPO A15 (Mystery Blue),8990.0,5.0,16.56,,2.0,32.0,4230.0,256.0,4.1
REDMI,REDMI 9 Prime (Sunrise Flare),10999.0,8.0,16.59,MediaTek Helio G80 Processor,4.0,128.0,5020.0,512.0,4.4
ViVO,ViVO Y50 (Iris Blue),16490.0,16.0,16.59,Qualcomm Snapdragon 665 Processor,8.0,128.0,5000.0,256.0,4.4
ASUS,ASUS ROG Phone 5 (White),49999.0,24.0,17.22,,8.0,128.0,6000.0,0.0,4.4
SAMSUNG,SAMSUNG Galaxy M31 (Space Black),17999.0,32.0,16.26,Samsung Exynos 9 Octa 9611 Processor,8.0,128.0,6000.0,512.0,4.3
realme,realme C15 (Power Blue),9999.0,8.0,16.56,Mediatek Helio G35 Processor,4.0,64.0,6000.0,256.0,4.4
LAVA,LAVA Z2 Max (Stroked Blue),7799.0,8.0,17.78,MediaTek Helio Quad Core Processor,2.0,32.0,6000.0,256.0,4.2
Redmi,Redmi 8A Dual (Sky White),8299.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,3.0,32.0,5000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy M01 (Blue),8395.0,5.0,14.48,,3.0,32.0,4000.0,512.0,4.2
SAMSUNG,SAMSUNG Galaxy M02 (Gray),8271.0,5.0,16.64,MediaTek MT6739 Processor,3.0,32.0,5000.0,0.0,4.0
realme,realme C3 (Blazing Red),8999.0,5.0,16.56,Helio G70 Processor,3.0,32.0,5000.0,256.0,4.4
SAMSUNG,SAMSUNG M02s (Blue),8999.0,5.0,16.51,Qualcomm Snapdragon 450 Processor,3.0,32.0,5000.0,0.0,4.1
Spinup,Spinup A7 Pro (Fusion Blue),5490.0,8.0,13.97,Snapdragon Processor,2.0,16.0,3000.0,64.0,3.4
realme,realme 6 (Comet White),14999.0,16.0,16.51,MediaTek Helio G90T Processor,6.0,64.0,4300.0,256.0,4.4
Redmi,Redmi Note 9 Pro (Aurora Blue),13560.0,16.0,16.94,,4.0,64.0,5020.0,512.0,4.4
SAMSUNG,SAMSUNG Galaxy M31 (Ocean Blue),17999.0,32.0,16.26,Samsung Exynos 9 Octa 9611 Processor,8.0,128.0,6000.0,512.0,4.3
SAMSUNG,SAMSUNG Galaxy A12 (Black),12999.0,8.0,16.51,,4.0,64.0,5000.0,1000.0,4.2
LG,LG W41 (Magic Blue),8499.0,8.0,16.64,MediaTek Helio G35 Processor,4.0,64.0,5000.0,256.0,4.0
POCO,POCO M2 (Slate Blue),10499.0,8.0,16.59,MediaTek Helio G80 Processor,6.0,64.0,5000.0,512.0,4.3
OPPO,OPPO F17 (Dynamic Orange),16990.0,16.0,16.36,Qualcomm Snapdragon 662 Processor,6.0,128.0,4015.0,0.0,4.2
REDMI,REDMI Note 10 Pro (Vintage Bronze),17929.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,64.0,5020.0,512.0,4.3
REDMI,REDMI Note 10 Pro (Dark Night),17989.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,64.0,5020.0,512.0,4.3
REDMI,REDMI Note 10 Pro (Glacial Blue),17990.0,16.0,16.94,Qualcomm Snapdragon 732G Processor,6.0,64.0,5020.0,512.0,4.3
ViVO,ViVO X60 Pro (Midnight Black),49990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,12.0,256.0,4200.0,0.0,4.4
SAMSUNG,SAMSUNG Galaxy A51 (Prism Crush Black),22499.0,32.0,16.51,Exynos 9611 Processor,8.0,128.0,4000.0,512.0,4.3
ViVO,ViVO Y20 (Obsidian Black),12990.0,8.0,16.54,Qualcomm Snapdragon 460 Processor,4.0,64.0,5000.0,256.0,4.4
ViVO,ViVO V20 2021 (Midnight Jazz),27990.0,44.0,16.36,Qualcomm Snapdragon 730 Processor,8.0,256.0,4000.0,1000.0,4.4
Tecno,Tecno POVA (Magic Blue),13496.0,8.0,17.27,MediaTek Helio G80 Processor,6.0,128.0,6000.0,256.0,4.2
realme,realme 6 (Comet Blue),14999.0,16.0,16.51,MediaTek Helio G90T Processor,6.0,64.0,4300.0,256.0,4.4
realme,realme 6 (Comet White),14999.0,16.0,16.51,MediaTek Helio G90T Processor,6.0,64.0,4300.0,256.0,4.4
I,,1399.0,3.0,4.57,,0.032,0.064,800.0,8.0,3.6
Redmi,Redmi Note 9 Pro (Glacier White),14241.0,16.0,16.94,,4.0,128.0,5020.0,512.0,4.4
ViVO,ViVO X60 Pro (Shimmer Blue),49990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,12.0,256.0,4200.0,0.0,4.4
Redmi,Redmi K20 (Carbon Black),22999.0,20.0,16.23,Qualcomm Snapdragon 730 Processor,6.0,64.0,4000.0,0.0,4.5
GIONEE,GIONEE S11 Lite (Dark Blue),6799.0,16.0,14.48,,4.0,32.0,3030.0,256.0,4.1
Nokia,4 (Dusk Purple),9999.0,5.0,16.51,MediaTek Helio P22 Processor,3.0,64.0,4500.0,512.0,4.1
Voto,Voto V2 (Champagne),3849.0,8.0,12.7,Spreadtrum SC9832 Cortex A7 Processor,2.0,16.0,3000.0,0.0,3.5
Redmi,Redmi K20 (Carbon Black),22999.0,20.0,16.23,Qualcomm Snapdragon 730 Processor,6.0,64.0,4000.0,0.0,4.5
GIONEE,GIONEE S11 Lite (Dark Blue),6799.0,16.0,14.48,,4.0,32.0,3030.0,256.0,4.1
Nokia,4 (Dusk Purple),9999.0,5.0,16.51,MediaTek Helio P22 Processor,3.0,64.0,4500.0,512.0,4.1
Voto,Voto V2 (Champagne),3849.0,8.0,12.7,Spreadtrum SC9832 Cortex A7 Processor,2.0,16.0,3000.0,0.0,3.5
POCO,POCO M2 Pro (Out of the Blue),13999.0,16.0,16.94,Qualcomm Snapdragon 720G Processor,6.0,64.0,5000.0,512.0,4.4
realme,realme 5 Pro (Chroma White),14999.0,16.0,16.0,,6.0,64.0,4035.0,256.0,4.5
realme,realme 5 Pro (Sparkling Blue),14999.0,16.0,16.0,,6.0,64.0,4035.0,256.0,4.5
ViVO,ViVO Y51 (Titanium Sapphire),17990.0,16.0,16.71,Qualcomm Snapdragon 665 Processor,8.0,128.0,5000.0,1000.0,4.3
SAMSUNG,SAMSUNG Galaxy A12 (Black),13999.0,8.0,16.51,,4.0,128.0,5000.0,1000.0,4.2
SAMSUNG,SAMSUNG Galaxy A51 (Haze Crush Silver),22499.0,32.0,16.51,Exynos 9611 Processor,8.0,128.0,4000.0,512.0,4.3
OPPO,OPPO F17 (Navy Blue),16990.0,16.0,16.36,Qualcomm Snapdragon 662 Processor,6.0,128.0,4015.0,0.0,4.2
Micromax,Micromax IN Note 1 (White),11999.0,16.0,16.94,,4.0,128.0,5000.0,256.0,4.3
REDMI,REDMI Note 9 (Scarlet Red),13999.0,13.0,16.59,MediaTek Helio G85 Processor,6.0,128.0,5020.0,512.0,4.3
Redmi,Redmi Note 8 (Neptune Blue),13999.0,13.0,16.0,Qualcomm Snapdragon 665 Processor,4.0,64.0,4000.0,512.0,4.4
ViVO,ViVO S1 (Skyline Blue),16990.0,32.0,16.21,,4.0,128.0,4500.0,256.0,4.5
REDMI,REDMI Note 8 Pro (Electric Blue),17999.0,20.0,16.59,MediaTek Helio G90T Processor,6.0,128.0,4500.0,512.0,4.4
Redmi,Redmi 6A (Black),6999.0,5.0,13.84,,2.0,16.0,3000.0,128.0,4.3
SAMSUNG,SAMSUNG Galaxy M11 (Metallic Blue),10085.0,8.0,16.26,,3.0,32.0,5000.0,512.0,4.2
OPPO,OPPO F17 (Classic Silver),16990.0,16.0,16.36,Qualcomm Snapdragon 662 Processor,6.0,128.0,4015.0,0.0,4.2
Redmi,Redmi Note 9 Pro (Glacier White),12666.0,16.0,16.94,,4.0,64.0,5020.0,512.0,4.4
Redmi,Redmi Note 8 (Neptune Blue),13999.0,13.0,16.0,Qualcomm Snapdragon 665 Processor,4.0,64.0,4000.0,512.0,4.4
SAMSUNG,SAMSUNG Galaxy S21 Plus (Phantom Violet),75999.0,10.0,17.02,Exynos 2100 Processor,8.0,256.0,4800.0,0.0,4.4
Infinix,Infinix Hot 9 Pro (Ocean Wave),12999.0,8.0,16.76,,4.0,64.0,5000.0,256.0,4.4
SAMSUNG,SAMSUNG Galaxy M11 (Metallic Blue),10085.0,8.0,16.26,,3.0,32.0,5000.0,512.0,4.2
OPPO,OPPO F17 (Classic Silver),16990.0,16.0,16.36,Qualcomm Snapdragon 662 Processor,6.0,128.0,4015.0,0.0,4.2
IQOO,IQOO 3 (Tornado Black),24990.0,16.0,16.36,Qualcomm Snapdragon 865 Processor,8.0,128.0,4440.0,0.0,4.4
Redmi,Redmi Note 9 Pro (Glacier White),12666.0,16.0,16.94,,4.0,64.0,5020.0,512.0,4.4
realme,realme X2 (Pearl White),17999.0,32.0,16.26,Qualcomm Snapdragon 730G Processor,4.0,64.0,4000.0,0.0,4.5
OPPO,OPPO A52 (Twilight Black),14990.0,16.0,16.51,Qualcomm Snapdragon 665 Processor,4.0,128.0,5000.0,256.0,4.4
OPPO,OPPO A52 (Stream White),14990.0,16.0,16.51,Qualcomm Snapdragon 665 Processor,4.0,128.0,5000.0,256.0,4.4
Panasonic,Panasonic Eluga Z1 Pro (Gold),9150.0,8.0,15.72,,4.0,64.0,4000.0,128.0,4.3
LG,LG K42 (Green),7999.0,8.0,16.76,,3.0,64.0,4000.0,2000.0,3.9
ViVO,ViVO X60 (Midnight Black),37990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,8.0,128.0,4300.0,0.0,4.4
ViVO,ViVO X60 (Midnight Black),41990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,12.0,256.0,4300.0,0.0,4.4
SAMSUNG,SAMSUNG Galaxy M21 (Iceberg Blue),13999.0,20.0,16.26,,4.0,64.0,6000.0,512.0,4.3
Redmi,Redmi 8A Dual (Sky White),9999.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,3.0,64.0,5000.0,512.0,4.2
Redmi,Redmi 8A Dual (Midnight Grey),9999.0,8.0,15.8,Qualcomm Snapdragon 439 Processor,3.0,64.0,5000.0,512.0,4.2
OPPO,OPPO F17 (Dynamic Orange),18490.0,16.0,16.36,Qualcomm Snapdragon 662 Processor,8.0,128.0,4015.0,0.0,4.3
SAMSUNG,SAMSUNG Galaxy A21s (Blue),17499.0,13.0,16.51,Exynos 850 Octa Core Processor,6.0,128.0,5000.0,512.0,4.2
realme,realme Narzo 10A (So White),9999.0,5.0,16.56,,4.0,64.0,5000.0,256.0,4.5
ViVO,ViVO X60 (Shimmer Blue),37990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,8.0,128.0,4300.0,0.0,4.4
REDMI,REDMI Note 8 Pro (Halo White),16999.0,20.0,16.59,MediaTek Helio G90T Processor,6.0,64.0,4500.0,512.0,4.4
ViVO,ViVO X60 (Shimmer Blue),41990.0,32.0,16.66,Qualcomm Snapdragon 870 Processor,12.0,256.0,4300.0,0.0,4.4
Spinup,Spinup A7 Pro (Snow White),5490.0,8.0,13.97,Snapdragon Processor,2.0,16.0,3000.0,64.0,3.4
POCO,POCO F1 (Armoured Edition),19999.0,20.0,15.7,Qualcomm Snapdragon 845 Processor,8.0,256.0,4000.0,256.0,4.5
SAMSUNG,SAMSUNG Galaxy A32 (Awesome Violet),20499.0,20.0,16.26,Mediatek Helio G80 Processor,6.0,128.0,5000.0,1000.0,4.2
Infinix,Infinix Smart 2 (Serene Gold),7999.0,8.0,13.84,MTK6739 64 bit Quad Core Processor,3.0,32.0,3050.0,128.0,4.1
SAMSUNG,SAMSUNG Galaxy A10s (Blue),10000.0,8.0,15.75,MediaTek MT6762 Processor,2.0,32.0,4000.0,512.0,4.4
